Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,CompaniesRotation,PercYearsCurrManager,PercYearsLastPromotion,PercYearsCurrentRole,MonthlyIncome_cat_encode
35,No,Travel_Rarely,Research & Development,25,2,Other,1,Male,2,2,Laboratory Technician,4,Single,4,No,3,4,0,9,3,3,3,0,2.25,0.6666666666666666,0.0,0.6666666666666666,1
31,No,Travel_Rarely,Sales,6,4,Medical,1,Male,4,2,Sales Executive,4,Divorced,4,No,4,4,2,13,4,4,7,5,3.25,1.0,0.7142857142857143,1.0,2
27,No,Travel_Rarely,Research & Development,6,4,Medical,1,Female,2,1,Research Scientist,3,Divorced,0,No,3,3,2,6,5,2,5,0,0.0,0.6,0.0,0.6,0
37,No,Travel_Rarely,Sales,2,3,Marketing,4,Male,3,2,Sales Executive,3,Married,4,Yes,3,3,1,17,3,2,3,1,4.25,0.0,0.3333333333333333,0.0,3
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,1,Research Scientist,2,Single,1,No,3,4,0,1,1,4,1,0,1.0,0.0,0.0,0.0,0
42,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,2,Healthcare Representative,4,Married,1,No,3,2,2,10,4,3,10,2,10.0,0.2,0.2,0.2,1
43,No,Travel_Rarely,Research & Development,6,4,Other,2,Male,2,4,Research Director,4,Divorced,4,Yes,3,3,1,21,3,2,1,0,5.25,0.0,0.0,0.0,3
38,No,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Female,3,1,Research Scientist,1,Single,3,No,3,4,0,8,3,2,1,0,2.6666666666666665,0.0,0.0,0.0,0
43,No,Travel_Frequently,Research & Development,9,5,Medical,4,Male,3,2,Laboratory Technician,3,Divorced,3,Yes,3,2,1,10,3,3,8,4,3.3333333333333335,0.875,0.5,0.875,2
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,2,4,Manager,1,Married,7,No,3,1,1,21,3,1,3,0,3.0,0.6666666666666666,0.0,0.6666666666666666,3
44,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,Female,2,2,Human Resources,3,Single,4,No,3,2,0,10,1,4,2,0,2.5,1.0,0.0,1.0,2
34,No,Travel_Rarely,Sales,14,3,Technical Degree,3,Female,3,1,Sales Representative,3,Divorced,1,Yes,3,4,2,8,3,3,8,0,8.0,0.75,0.0,0.25,0
27,Yes,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,1,Sales Representative,1,Divorced,0,No,3,2,1,5,3,3,4,0,0.0,0.5,0.0,0.75,1
21,No,Travel_Rarely,Sales,22,1,Technical Degree,3,Male,3,1,Sales Representative,3,Single,1,No,3,3,0,3,2,3,3,1,3.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1
44,No,Travel_Rarely,Research & Development,3,4,Other,4,Male,3,5,Manager,4,Married,4,Yes,3,1,1,23,2,4,2,0,6.5,0.5,0.0,1.0,3
22,No,Travel_Rarely,Research & Development,6,1,Medical,1,Male,3,1,Research Scientist,3,Married,0,No,4,4,0,3,3,3,2,2,0.0,1.0,1.0,1.0,0
33,No,Travel_Rarely,Sales,8,4,Marketing,3,Male,3,2,Sales Executive,3,Divorced,0,No,3,4,0,6,3,3,5,1,0.0,0.4,0.2,0.0,2
32,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Female,3,2,Research Scientist,4,Married,1,Yes,3,4,1,6,2,2,6,0,6.0,0.8333333333333334,0.0,0.6666666666666666,2
30,No,Travel_Frequently,Research & Development,3,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,1,No,4,3,1,1,2,3,1,0,1.0,0.0,0.0,0.0,0
53,No,Travel_Rarely,Sales,1,1,Medical,4,Female,3,2,Sales Executive,1,Single,7,No,4,4,0,18,2,4,14,7,2.5714285714285716,0.7142857142857143,0.5714285714285714,0.5,3
34,No,Travel_Rarely,Research & Development,1,5,Life Sciences,2,Male,3,1,Research Scientist,4,Married,1,No,3,4,1,10,4,2,10,7,10.0,0.8,0.8,0.9,0
45,Yes,Travel_Frequently,Sales,26,4,Life Sciences,1,Female,3,2,Sales Executive,1,Married,2,No,3,4,2,5,4,3,1,0,2.5,0.0,0.0,1.0,1
26,No,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,1,Yes,3,3,1,3,2,3,3,0,3.0,0.6666666666666666,0.0,0.6666666666666666,0
37,No,Travel_Rarely,Research & Development,3,3,Other,3,Male,3,3,Manufacturing Director,3,Married,1,No,3,3,1,10,2,3,10,7,10.0,0.8,0.7,0.7,3
29,No,Travel_Rarely,Sales,3,2,Medical,2,Female,3,2,Sales Executive,3,Married,1,No,3,1,1,6,5,2,6,1,6.0,0.3333333333333333,0.16666666666666666,0.0,2
35,No,Travel_Rarely,Research & Development,6,4,Life Sciences,2,Male,1,2,Research Scientist,4,Single,1,No,3,2,0,17,3,3,15,7,10.0,0.47058823529411764,0.6470588235294118,0.6470588235294118,2
33,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,3,No,4,3,1,15,2,1,13,4,5.0,0.5384615384615384,0.3076923076923077,0.8461538461538461,2
54,No,Travel_Rarely,Human Resources,19,4,Medical,3,Male,3,3,Human Resources,2,Married,2,No,3,3,1,16,1,4,9,7,8.0,0.1111111111111111,0.7777777777777778,0.7777777777777778,3
36,No,Travel_Rarely,Research & Development,9,2,Medical,2,Male,2,2,Manufacturing Director,2,Divorced,2,Yes,3,3,1,13,2,3,3,0,6.5,0.6666666666666666,0.0,0.6666666666666666,3
27,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,2,1,Research Scientist,4,Single,0,No,3,4,0,5,1,3,4,1,0.0,0.25,0.25,0.5,0
20,Yes,Travel_Rarely,Research & Development,10,1,Medical,4,Male,3,1,Research Scientist,3,Single,1,Yes,3,4,0,1,5,3,1,1,1.0,1.0,1.0,0.0,0
33,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,1,Male,3,1,Research Scientist,1,Single,1,Yes,3,1,0,10,3,3,10,7,10.0,0.7,0.9,0.8,1
35,No,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Married,1,No,3,3,2,1,3,3,1,0,1.0,0.0,0.0,0.0,0
23,No,Travel_Rarely,Research & Development,4,3,Medical,1,Male,4,1,Research Scientist,1,Married,2,No,3,1,1,5,3,4,3,0,2.5,0.6666666666666666,0.0,0.6666666666666666,0
25,No,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,4,2,Sales Executive,2,Married,0,No,4,3,1,4,4,3,3,1,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1
38,No,Travel_Rarely,Sales,7,4,Marketing,4,Female,2,2,Sales Executive,4,Single,0,No,4,1,0,8,2,3,7,0,0.0,0.7142857142857143,0.0,1.0,1
29,No,Travel_Frequently,Research & Development,1,4,Life Sciences,2,Male,1,1,Research Scientist,4,Divorced,1,No,3,4,1,10,5,3,10,2,10.0,0.8,0.2,0.7,0
48,No,Travel_Rarely,Sales,2,1,Marketing,2,Male,4,2,Sales Executive,2,Married,3,No,3,4,0,12,3,3,2,2,4.0,1.0,1.0,1.0,2
27,No,Travel_Frequently,Sales,3,1,Medical,4,Female,4,2,Sales Executive,4,Divorced,1,Yes,4,2,2,6,3,3,6,0,6.0,0.6666666666666666,0.0,0.8333333333333334,1
37,No,Travel_Rarely,Research & Development,10,2,Life Sciences,4,Male,4,1,Research Scientist,4,Single,3,No,3,1,0,4,2,3,1,0,1.3333333333333333,0.0,0.0,0.0,1
50,No,Travel_Rarely,Research & Development,28,1,Medical,4,Male,4,1,Laboratory Technician,3,Married,1,Yes,3,3,2,20,3,3,15,3,10.0,0.4,0.15,0.4,1
34,No,Travel_Rarely,Research & Development,9,3,Medical,4,Female,2,3,Healthcare Representative,2,Single,1,No,3,2,0,9,3,4,8,7,9.0,0.875,0.875,0.875,3
24,Yes,Travel_Rarely,Sales,3,2,Life Sciences,1,Female,3,2,Sales Executive,3,Single,7,No,3,1,0,4,3,3,2,2,0.4444444444444444,0.0,1.0,1.0,1
39,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Female,2,2,Healthcare Representative,3,Single,1,No,3,1,0,20,4,3,15,7,10.0,0.5,0.55,0.35,1
32,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,2,Sales Executive,4,Single,1,No,3,4,0,10,2,2,10,0,10.0,0.8,0.0,0.7,2
50,Yes,Travel_Frequently,Sales,8,2,Technical Degree,2,Male,3,2,Sales Executive,3,Married,3,Yes,3,1,1,18,4,3,4,1,6.0,0.75,0.25,0.75,2
38,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,2,Healthcare Representative,4,Single,0,No,3,3,0,10,4,2,9,1,0.0,0.8888888888888888,0.1111111111111111,0.7777777777777778,2
27,No,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,1,No,3,4,0,9,3,3,9,0,9.0,0.7777777777777778,0.0,0.7777777777777778,2
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Female,3,3,Research Director,4,Single,3,No,3,4,0,10,5,3,7,7,3.3333333333333335,1.0,1.0,1.0,3
47,No,Travel_Rarely,Sales,14,4,Marketing,4,Male,3,2,Sales Executive,1,Single,2,No,3,4,0,20,2,3,7,1,10.0,1.0,0.14285714285714285,1.0,2
40,No,Travel_Frequently,Sales,5,4,Life Sciences,4,Male,2,3,Sales Executive,1,Married,5,Yes,4,3,1,20,2,3,15,1,4.0,0.6666666666666666,0.05555555555555555,0.7222222222222222,3
53,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,4,4,Research Director,3,Married,3,No,3,3,0,23,3,3,5,1,10.0,0.6,0.2,0.2,3
41,No,Travel_Rarely,Human Resources,10,4,Human Resources,2,Male,2,5,Manager,4,Divorced,3,No,3,2,2,23,2,2,15,7,7.666666666666667,0.2857142857142857,0.5714285714285714,0.2857142857142857,3
60,No,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,2,Sales Executive,1,Single,7,No,3,4,0,10,1,3,2,2,1.25,1.0,1.0,1.0,2
27,No,Travel_Frequently,Research & Development,10,2,Life Sciences,4,Male,3,3,Manufacturing Director,1,Divorced,1,No,4,3,2,9,4,2,9,1,9.0,0.7777777777777778,0.1111111111111111,0.7777777777777778,3
41,No,Travel_Rarely,Human Resources,1,3,Human Resources,4,Male,2,5,Manager,3,Married,1,No,3,2,1,22,3,3,15,2,10.0,0.45454545454545453,0.09090909090909091,0.3181818181818182,3
50,No,Travel_Rarely,Sales,8,4,Marketing,4,Male,3,1,Sales Representative,2,Married,7,No,3,4,1,4,2,3,2,2,0.5714285714285714,1.0,1.0,1.0,1
28,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,1,Research Scientist,2,Single,7,Yes,3,4,0,10,4,3,7,3,1.4285714285714286,1.0,0.42857142857142855,1.0,0
36,No,Non-Travel,Research & Development,8,3,Life Sciences,1,Female,4,3,Research Director,1,Married,7,No,3,1,1,10,2,3,8,0,1.1111111111111112,0.625,0.0,0.875,3
38,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,3,Manufacturing Director,3,Single,4,Yes,3,4,0,10,4,4,1,0,2.5,0.0,0.0,0.0,2
44,No,Non-Travel,Research & Development,24,3,Medical,1,Male,1,1,Laboratory Technician,3,Single,2,No,3,3,0,9,5,3,5,1,4.5,0.8,0.2,0.4,1
47,No,Travel_Frequently,Sales,3,3,Medical,4,Female,3,4,Sales Executive,3,Divorced,7,Yes,3,4,2,23,2,2,15,7,3.111111111111111,0.5909090909090909,0.5,0.09090909090909091,3
30,No,Travel_Rarely,Sales,27,5,Marketing,3,Male,3,2,Sales Executive,4,Divorced,7,No,4,4,1,10,2,2,8,7,1.4285714285714286,0.875,0.875,0.875,2
29,No,Travel_Rarely,Sales,10,3,Life Sciences,3,Male,3,1,Sales Representative,3,Single,1,No,3,3,0,1,5,3,1,0,1.0,0.0,0.0,0.0,0
42,Yes,Travel_Frequently,Research & Development,19,3,Medical,3,Male,4,1,Research Scientist,3,Divorced,6,Yes,3,4,0,7,2,3,2,2,1.1666666666666667,1.0,1.0,1.0,0
43,No,Travel_Frequently,Sales,15,3,Life Sciences,4,Male,2,2,Sales Executive,4,Married,3,No,3,3,1,7,5,3,2,2,2.3333333333333335,1.0,1.0,1.0,2
34,No,Travel_Rarely,Research & Development,8,2,Medical,2,Female,3,2,Healthcare Representative,3,Single,3,No,3,4,0,10,2,3,5,4,3.3333333333333335,0.6,0.8,0.2,2
23,No,Travel_Rarely,Research & Development,9,1,Medical,2,Male,3,1,Laboratory Technician,1,Married,1,No,3,4,1,5,2,4,4,0,5.0,0.5,0.0,0.75,0
39,No,Travel_Rarely,Human Resources,3,3,Human Resources,3,Female,4,2,Human Resources,2,Married,7,No,3,3,1,12,3,1,8,3,1.3333333333333333,0.75,0.375,0.375,2
56,No,Travel_Rarely,Research & Development,9,3,Medical,3,Male,3,4,Healthcare Representative,4,Married,7,No,3,3,0,23,1,2,10,1,4.285714285714286,0.1,0.1,0.7,3
40,No,Travel_Rarely,Research & Development,2,1,Medical,4,Female,2,1,Research Scientist,4,Single,0,Yes,4,4,0,5,2,2,4,2,0.0,0.75,0.5,0.5,0
27,No,Travel_Rarely,Research & Development,7,3,Medical,4,Female,2,2,Healthcare Representative,1,Single,7,No,3,1,0,9,2,1,7,0,1.125,1.0,0.0,0.8571428571428571,2
29,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,1,Sales Representative,2,Divorced,1,No,3,4,2,2,2,3,2,2,2.0,1.0,1.0,1.0,0
53,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Single,2,No,3,4,0,19,4,3,2,2,9.5,1.0,1.0,1.0,0
35,No,Non-Travel,Research & Development,2,4,Life Sciences,4,Female,3,2,Healthcare Representative,1,Divorced,2,No,3,1,1,16,2,4,1,0,8.0,0.0,0.0,0.0,2
32,No,Travel_Frequently,Research & Development,24,4,Life Sciences,1,Male,3,2,Laboratory Technician,4,Married,1,No,3,4,2,10,2,3,10,4,10.0,0.7,0.4,0.8,2
38,No,Travel_Rarely,Research & Development,2,5,Medical,4,Male,3,1,Research Scientist,3,Married,6,Yes,3,2,1,6,1,1,1,0,1.0,1.0,0.0,0.0,1
34,No,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Female,3,2,Manufacturing Director,1,Divorced,3,No,3,3,1,7,3,3,1,0,2.3333333333333335,0.0,0.0,0.0,2
52,No,Travel_Rarely,Sales,3,4,Marketing,3,Male,2,4,Manager,1,Married,1,No,3,1,0,23,3,4,15,1,10.0,0.47058823529411764,0.029411764705882353,0.17647058823529413,3
33,Yes,Travel_Rarely,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,4,Single,1,Yes,3,3,0,10,2,2,10,7,10.0,0.8,0.7,0.9,0
25,No,Travel_Rarely,Sales,26,1,Medical,3,Female,3,2,Sales Executive,4,Single,1,No,4,2,0,6,5,2,6,1,6.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,2
45,No,Travel_Rarely,Sales,2,2,Technical Degree,2,Male,1,2,Sales Representative,3,Single,0,No,3,1,0,9,3,3,8,3,0.0,0.125,0.375,0.875,2
23,No,Travel_Rarely,Research & Development,10,1,Medical,1,Male,4,1,Research Scientist,3,Single,1,No,3,4,0,2,3,3,2,0,2.0,1.0,0.0,1.0,1
47,Yes,Travel_Frequently,Sales,27,2,Life Sciences,2,Female,4,2,Sales Executive,3,Single,4,Yes,3,4,0,8,2,3,5,1,2.0,0.6,0.2,0.8,2
34,No,Travel_Rarely,Sales,2,3,Other,4,Male,3,2,Sales Executive,4,Single,1,No,4,3,0,6,5,3,6,1,6.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,2
55,Yes,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,5,Manager,1,Married,5,Yes,3,4,1,23,2,3,5,1,4.8,0.8,0.2,0.4,3
36,No,Non-Travel,Sales,8,4,Life Sciences,1,Male,2,3,Sales Executive,1,Single,1,No,3,2,0,10,1,3,10,0,10.0,0.9,0.0,0.7,2
52,No,Non-Travel,Research & Development,19,4,Medical,4,Male,3,1,Research Scientist,4,Married,0,No,3,1,1,5,3,3,4,1,0.0,0.5,0.25,0.75,1
26,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,1,Laboratory Technician,4,Divorced,3,No,3,1,1,5,2,3,2,2,1.6666666666666667,0.0,1.0,1.0,1
29,No,Travel_Rarely,Research & Development,27,3,Medical,2,Female,3,2,Healthcare Representative,3,Married,4,No,3,1,1,11,3,2,8,1,2.75,0.125,0.125,0.875,1
26,Yes,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,2,2,Sales Executive,1,Single,6,No,3,3,0,6,2,2,4,1,1.0,0.5,0.25,0.75,2
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,1,Research Scientist,4,Single,2,No,3,3,0,10,2,3,4,1,5.0,0.75,0.25,0.5,1
54,No,Travel_Rarely,Research & Development,19,4,Medical,4,Female,3,2,Manufacturing Director,1,Divorced,7,Yes,3,2,2,9,4,3,5,1,1.0,0.8,0.2,0.6,2
27,No,Travel_Frequently,Sales,8,1,Marketing,3,Male,3,2,Sales Executive,4,Married,0,No,3,2,1,5,3,3,4,1,0.0,0.25,0.25,0.5,1
37,No,Travel_Rarely,Research & Development,10,1,Life Sciences,4,Female,3,1,Research Scientist,1,Divorced,0,Yes,3,2,2,6,3,2,5,4,0.0,0.6,0.8,0.6,0
38,No,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,4,2,Manufacturing Director,1,Single,6,Yes,3,4,0,17,2,3,15,4,2.8333333333333335,0.8,0.26666666666666666,0.4666666666666667,2
34,No,Travel_Rarely,Research & Development,2,4,Medical,3,Female,2,1,Research Scientist,1,Single,1,No,3,3,0,6,3,3,6,1,6.0,0.5,0.16666666666666666,0.8333333333333334,1
35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Female,3,1,Sales Representative,4,Married,1,No,3,2,1,3,1,2,3,0,3.0,0.6666666666666666,0.0,0.6666666666666666,0
30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Married,3,No,4,3,2,7,2,3,2,0,2.3333333333333335,1.0,0.0,1.0,1
40,No,Travel_Frequently,Research & Development,2,2,Medical,3,Female,4,2,Healthcare Representative,2,Married,1,No,4,4,1,8,2,3,8,3,8.0,0.875,0.375,0.875,1
34,No,Travel_Rarely,Sales,8,2,Life Sciences,3,Female,3,2,Sales Executive,1,Married,5,No,3,2,1,6,1,3,3,1,1.2,0.6666666666666666,0.3333333333333333,0.6666666666666666,2
42,No,Travel_Frequently,Research & Development,8,3,Life Sciences,2,Male,3,5,Manager,4,Divorced,1,No,3,2,1,23,4,2,15,7,10.0,0.375,0.5833333333333334,0.2916666666666667,3
23,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Male,4,1,Laboratory Technician,1,Married,1,Yes,4,3,2,1,2,3,1,0,1.0,0.0,0.0,0.0,0
24,No,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,2,1,Laboratory Technician,2,Divorced,1,No,3,3,2,1,4,3,1,0,1.0,0.0,0.0,0.0,0
52,No,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Female,3,2,Laboratory Technician,3,Married,7,No,4,2,1,9,3,3,5,1,1.125,0.8,0.2,0.4,1
50,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,4,Research Director,3,Married,5,No,3,4,0,23,3,3,4,0,6.0,0.75,0.0,0.75,3
29,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,1,Laboratory Technician,1,Married,1,Yes,3,4,1,1,1,3,1,0,1.0,0.0,0.0,0.0,0
33,No,Travel_Rarely,Research & Development,7,3,Medical,3,Male,3,3,Research Director,3,Married,0,No,3,4,0,14,3,4,13,3,0.0,0.5384615384615384,0.23076923076923078,0.6923076923076923,3
33,Yes,Travel_Rarely,Sales,16,3,Marketing,1,Female,3,2,Sales Executive,1,Single,5,No,3,3,0,6,3,3,3,0,1.2,0.6666666666666666,0.0,0.6666666666666666,2
47,No,Travel_Rarely,Research & Development,2,2,Other,3,Female,3,4,Manager,4,Married,1,Yes,3,3,1,23,3,2,15,3,10.0,0.0,0.11538461538461539,0.5384615384615384,3
36,No,Travel_Rarely,Research & Development,1,3,Other,3,Female,3,2,Manufacturing Director,2,Married,0,No,3,1,1,10,2,3,9,0,0.0,0.5555555555555556,0.0,0.7777777777777778,2
29,No,Travel_Rarely,Research & Development,23,2,Life Sciences,3,Male,4,1,Research Scientist,3,Married,1,No,4,3,1,10,3,3,10,0,10.0,0.7,0.0,0.7,0
58,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,5,Research Director,2,Single,7,Yes,3,4,0,23,2,3,15,7,5.714285714285714,0.25806451612903225,0.41935483870967744,0.4838709677419355,3
35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,4,1,Research Scientist,3,Single,3,No,3,3,0,7,1,3,2,2,2.3333333333333335,1.0,1.0,1.0,0
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,7,Yes,3,4,1,8,4,3,4,0,0.8888888888888888,0.5,0.0,0.75,2
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,1,Research Scientist,3,Single,6,No,3,4,0,5,3,2,2,2,0.8333333333333334,0.5,1.0,1.0,1
36,No,Travel_Rarely,Human Resources,13,3,Human Resources,3,Male,3,1,Human Resources,2,Married,4,No,3,2,1,8,2,3,5,0,2.0,0.8,0.0,0.4,0
32,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,2,Manufacturing Director,3,Married,1,No,3,3,1,14,3,3,14,6,10.0,0.5714285714285714,0.42857142857142855,0.9285714285714286,2
40,No,Travel_Frequently,Research & Development,16,4,Medical,1,Male,2,2,Laboratory Technician,3,Single,6,No,3,4,0,10,5,3,1,0,1.6666666666666667,0.0,0.0,0.0,2
30,No,Travel_Rarely,Research & Development,2,3,Medical,3,Female,2,2,Manufacturing Director,4,Single,5,Yes,4,2,0,12,4,2,1,0,2.4,0.0,0.0,0.0,2
45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Female,2,1,Research Scientist,3,Single,1,No,3,4,0,1,3,3,1,0,1.0,0.0,0.0,0.0,0
42,No,Travel_Rarely,Research & Development,29,3,Life Sciences,2,Male,3,2,Manufacturing Director,2,Married,1,No,3,4,1,10,3,2,9,7,10.0,0.8888888888888888,0.7777777777777778,0.8888888888888888,1
38,No,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Male,2,2,Healthcare Representative,1,Divorced,2,No,3,3,1,13,3,2,4,1,6.5,0.5,0.25,0.75,2
34,No,Travel_Frequently,Research & Development,16,4,Life Sciences,3,Female,2,1,Research Scientist,4,Single,1,No,3,3,0,6,3,3,5,1,6.0,0.6,0.2,0.4,0
49,Yes,Travel_Rarely,Sales,11,3,Marketing,3,Female,3,3,Sales Executive,4,Married,1,No,3,1,2,9,3,4,9,7,9.0,0.7777777777777778,0.7777777777777778,0.8888888888888888,2
55,Yes,Travel_Rarely,Sales,2,1,Medical,3,Male,3,2,Sales Executive,4,Single,4,No,3,3,0,12,3,2,9,7,3.0,0.3333333333333333,0.7777777777777778,0.7777777777777778,2
43,No,Travel_Rarely,Research & Development,14,2,Life Sciences,2,Male,3,4,Research Director,1,Married,6,No,4,3,1,22,3,3,4,1,3.6666666666666665,0.0,0.25,0.25,3
27,No,Travel_Rarely,Research & Development,5,1,Technical Degree,3,Male,2,3,Research Director,4,Divorced,1,Yes,3,2,1,9,3,3,9,0,9.0,0.8888888888888888,0.0,0.8888888888888888,3
35,No,Travel_Rarely,Research & Development,7,3,Other,3,Male,3,3,Manufacturing Director,3,Single,3,No,4,2,0,17,3,4,8,1,5.666666666666667,0.75,0.125,0.625,3
28,No,Travel_Rarely,Sales,2,4,Marketing,2,Female,3,2,Sales Executive,2,Married,1,Yes,4,1,0,8,2,3,8,7,8.0,0.625,0.875,0.875,1
34,No,Travel_Rarely,Human Resources,3,2,Human Resources,3,Male,3,1,Human Resources,4,Married,0,No,3,3,1,4,1,1,3,0,0.0,0.6666666666666666,0.0,0.6666666666666666,1
26,Yes,Travel_Frequently,Research & Development,5,2,Medical,3,Female,2,1,Research Scientist,3,Married,1,Yes,3,1,1,8,2,3,8,1,8.0,0.875,0.125,0.875,0
27,No,Non-Travel,Research & Development,3,3,Medical,4,Male,3,1,Research Scientist,4,Married,1,No,3,3,2,1,5,2,1,0,0.0,0.0,0.0,0.0,0
51,No,Travel_Rarely,Sales,26,4,Marketing,1,Female,3,4,Manager,3,Married,2,No,3,3,1,23,2,2,15,4,10.0,0.85,0.2,0.3,3
44,No,Travel_Rarely,Research & Development,4,3,Medical,4,Male,3,2,Healthcare Representative,2,Single,7,No,3,4,0,10,2,2,5,2,1.1111111111111112,0.6,0.4,0.4,2
25,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,4,1,Research Scientist,1,Single,7,No,3,3,0,6,3,2,4,0,0.8571428571428571,0.25,0.0,0.75,1
33,No,Travel_Rarely,Sales,1,3,Medical,1,Male,4,2,Sales Executive,1,Divorced,1,No,4,1,1,9,5,3,9,0,9.0,0.8888888888888888,0.0,0.8888888888888888,1
35,No,Travel_Rarely,Research & Development,27,1,Medical,3,Female,2,1,Research Scientist,1,Single,1,No,3,4,0,6,3,2,6,1,6.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,0
36,No,Travel_Rarely,Sales,1,2,Life Sciences,2,Male,3,2,Sales Executive,4,Married,1,Yes,3,4,1,18,1,2,15,4,10.0,0.6111111111111112,0.2222222222222222,0.7777777777777778,2
32,No,Travel_Rarely,Sales,13,4,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,2,No,3,3,1,8,3,2,5,0,4.0,0.6,0.0,0.4,1
30,No,Travel_Frequently,Research & Development,5,4,Life Sciences,2,Male,2,1,Research Scientist,4,Divorced,7,No,3,2,1,10,3,2,5,0,1.1111111111111112,0.6,0.0,0.8,1
53,No,Travel_Rarely,Sales,7,2,Marketing,1,Female,2,3,Sales Executive,4,Married,7,Yes,3,4,1,23,3,3,5,0,5.0,0.8,0.0,0.4,3
45,No,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,3,Sales Executive,1,Divorced,4,Yes,3,3,1,18,2,3,5,0,4.5,0.4,0.0,0.8,3
32,No,Travel_Rarely,Research & Development,8,2,Medical,3,Female,4,2,Research Scientist,3,Married,5,No,3,3,1,9,3,2,5,1,1.8,0.6,0.2,0.6,2
52,No,Travel_Frequently,Research & Development,25,4,Medical,3,Female,2,4,Manufacturing Director,4,Married,3,No,4,3,0,23,3,3,9,0,10.0,0.0,0.0,0.8888888888888888,3
37,No,Travel_Rarely,Sales,16,4,Marketing,4,Male,2,2,Sales Executive,3,Divorced,4,No,3,4,2,9,2,3,1,0,2.25,0.0,0.0,0.0,2
28,No,Travel_Rarely,Human Resources,8,2,Medical,2,Male,2,1,Human Resources,4,Divorced,1,No,3,4,1,6,5,3,5,0,6.0,0.8,0.0,0.2,2
